1457084947 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
1457085982 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0
1457086015 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0
1457086096 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 0 0 0 0
1457086162 0 0 0 0 0 2 0 0 0 0 0 0 3 0 0 0 0 0 0
1457086948 0 0 0 0 0 2 0 0 0 1 0 0 3 0 0 0 0 0 0
1457087376 0 0 0 0 0 3 0 0 0 1 0 0 3 0 0 0 0 0 0
1457180471 0 0 0 0 0 3 0 0 1 1 0 0 3 0 0 0 0 0 0
1457181474 0 0 0 0 0 3 0 0 2 1 0 0 3 0 0 0 0 0 0
1457181912 0 0 0 0 0 3 0 0 3 1 0 0 3 0 0 0 0 0 0
1457183095 0 0 0 0 0 3 0 0 4 1 0 0 3 0 0 0 0 0 0
1457191695 0 0 0 0 0 3 0 0 5 1 0 0 3 0 0 0 0 0 0
1457194767 0 0 0 0 0 3 0 0 6 1 0 0 3 0 0 0 0 0 0
1457195547 0 0 0 0 0 3 0 0 7 1 0 0 3 0 0 0 0 0 0
1457266546 0 0 0 0 0 3 0 0 8 1 0 0 3 0 0 0 0 0 0
1457267510 0 0 0 0 0 4 0 0 8 1 0 0 3 0 0 0 0 0 0
1457268296 0 0 0 0 0 4 0 0 8 1 1 0 3 0 0 0 0 0 0
1457268696 0 0 0 0 0 4 0 0 8 1 1 0 3 0 0 0 0 1 0
1457268728 0 0 0 0 0 4 0 0 8 1 1 0 3 0 0 0 0 2 0
1457269290 0 0 0 0 0 5 0 0 8 1 1 0 3 0 0 0 0 2 0
1457269301 0 0 0 0 0 6 0 0 8 1 1 0 3 0 0 0 0 2 0
1457270970 0 0 0 0 0 6 0 0 8 2 1 0 3 0 0 0 0 2 0
1457271884 0 0 0 0 0 7 0 0 8 2 1 0 3 0 0 0 0 2 0
1457271972 0 0 0 0 0 7 0 0 9 2 1 0 3 0 0 0 0 2 0
1457271985 0 0 0 0 0 7 0 0 10 2 1 0 3 0 0 0 0 2 0
1457272727 0 0 0 0 0 8 0 0 10 2 1 0 3 0 0 0 0 2 0
1457274744 0 0 0 0 0 8 0 0 11 2 1 0 3 0 0 0 0 2 0
1457274813 0 0 0 0 0 9 0 0 11 2 1 0 3 0 0 0 0 2 0
1457275117 0 0 0 0 0 9 0 0 12 2 1 0 3 0 0 0 0 2 0
1457275233 0 0 0 0 0 10 0 0 12 2 1 0 3 0 0 0 0 2 0
1457277569 0 0 0 0 0 10 0 0 12 3 1 0 3 0 0 0 0 2 0
1457277764 0 0 0 0 0 10 0 0 12 4 1 0 3 0 0 0 0 2 0
1457278814 0 0 0 0 0 11 0 0 12 4 1 0 3 0 0 0 0 2 0
1457281327 0 0 0 0 0 12 0 0 12 4 1 0 3 0 0 0 0 2 0
1457281466 0 0 0 0 0 13 0 0 12 4 1 0 3 0 0 0 0 2 0
1457281691 0 0 0 0 0 14 0 0 12 4 1 0 3 0 0 0 0 2 0
1457281807 0 0 0 0 0 15 0 0 12 4 1 0 3 0 0 0 0 2 0
1457281903 0 0 0 0 0 15 0 0 13 4 1 0 3 0 0 0 0 2 0
1457282120 0 0 0 0 0 16 0 0 13 4 1 0 3 0 0 0 0 2 0
1457283618 0 0 0 0 0 17 0 0 13 4 1 0 3 0 0 0 0 2 0
1457283892 0 0 0 0 0 17 0 0 14 4 1 0 3 0 0 0 0 2 0
1457284536 0 0 0 0 0 17 0 0 15 4 1 0 3 0 0 0 0 2 0
1457284633 0 0 0 0 0 18 0 0 15 4 1 0 3 0 0 0 0 2 0
1457284677 0 0 0 0 0 19 0 0 15 4 1 0 3 0 0 0 0 2 0
1457285174 0 0 0 0 0 19 0 0 16 4 1 0 3 0 0 0 0 2 0
1457285190 0 0 0 0 0 20 0 0 16 4 1 0 3 0 0 0 0 2 0
1457285419 0 0 0 0 0 21 0 0 16 4 1 0 3 0 0 0 0 2 0
1457287591 0 0 0 0 0 21 0 0 16 4 2 0 3 0 0 0 0 2 0
1457287598 0 0 0 0 0 21 0 0 16 4 3 0 3 0 0 0 0 2 0
1457288767 0 0 0 0 0 21 0 0 17 4 3 0 3 0 0 0 0 2 0
1457288819 0 0 0 0 0 21 0 0 18 4 3 0 3 0 0 0 0 2 0
1457288937 0 0 0 0 0 22 0 0 18 4 3 0 3 0 0 0 0 2 0
1457289139 0 0 0 0 0 23 0 0 18 4 3 0 3 0 0 0 0 2 0
1457289435 0 0 0 0 0 24 0 0 18 4 3 0 3 0 0 0 0 2 0
1457291054 0 0 0 0 0 25 0 0 18 4 3 0 3 0 0 0 0 2 0
1457346001 0 0 0 0 0 25 0 0 19 4 3 0 3 0 0 0 0 2 0
1457348108 0 0 0 0 0 26 0 0 19 4 3 0 3 0 0 0 0 2 0
1457348180 0 0 0 0 0 26 0 0 20 4 3 0 3 0 0 0 0 2 0
1457348247 0 0 0 0 0 26 0 0 21 4 3 0 3 0 0 0 0 2 0
1457349153 0 0 0 0 0 27 0 0 21 4 3 0 3 0 0 0 0 2 0
1457349180 0 0 0 0 0 28 0 0 21 4 3 0 3 0 0 0 0 2 0
1457350667 0 0 0 0 0 29 0 0 21 4 3 0 3 0 0 0 0 2 0
1457350977 0 0 0 0 0 29 0 0 22 4 3 0 3 0 0 0 0 2 0
1457351004 0 0 0 0 0 29 0 0 23 4 3 0 3 0 0 0 0 2 0
1457352099 0 0 0 0 0 29 0 0 24 4 3 0 3 0 0 0 0 2 0
1457352305 0 0 0 0 0 30 0 0 24 4 3 0 3 0 0 0 0 2 0
1457352329 0 0 0 0 0 31 0 0 24 4 3 0 3 0 0 0 0 2 0
1457354139 0 0 0 0 0 31 0 0 25 4 3 0 3 0 0 0 0 2 0
1457354996 0 0 0 0 0 31 0 0 26 4 3 0 3 0 0 0 0 2 0
1457355004 0 0 0 0 0 32 0 0 26 4 3 0 3 0 0 0 0 2 0
1457355025 0 0 0 0 0 33 0 0 26 4 3 0 3 0 0 0 0 2 0
1457356620 0 0 0 0 0 34 0 0 26 4 3 0 3 0 0 0 0 2 0
1457356687 0 0 0 0 0 35 0 0 26 4 3 0 3 0 0 0 0 2 0
1457357193 0 0 0 0 0 35 0 0 27 4 3 0 3 0 0 0 0 2 0
1457357295 0 0 0 0 0 36 0 0 27 4 3 0 3 0 0 0 0 2 0
1457357345 0 0 0 0 0 37 0 0 27 4 3 0 3 0 0 0 0 2 0
1457358093 0 0 0 0 0 37 0 0 27 4 3 0 3 1 0 0 0 2 0
1457358415 0 0 0 0 0 37 0 0 27 4 3 0 3 2 0 0 0 2 0
1457358447 0 0 0 0 0 37 0 0 27 4 3 0 3 3 0 0 0 2 0
1457360489 0 0 0 0 0 37 0 0 27 4 3 0 3 4 0 0 0 2 0
1457360689 0 0 0 0 0 37 0 0 27 4 3 0 3 5 0 0 0 2 0
1457363268 0 0 0 0 0 37 0 0 27 4 3 0 3 6 0 0 0 2 0
1457363322 0 0 0 0 1 37 0 0 27 4 3 0 3 6 0 0 0 2 0
1457363344 0 0 0 0 2 37 0 0 27 4 3 0 3 6 0 0 0 2 0
1457363630 0 0 0 0 2 37 0 0 27 4 3 0 3 7 0 0 0 2 0
1457363655 0 0 0 0 2 37 0 0 27 4 3 0 3 8 0 0 0 2 0
1457364732 0 0 0 0 2 37 0 0 28 4 3 0 3 8 0 0 0 2 0
1457364779 0 0 0 0 2 37 0 0 29 4 3 0 3 8 0 0 0 2 0
1457365166 0 0 0 0 2 38 0 0 29 4 3 0 3 8 0 0 0 2 0
1457365318 0 0 0 0 2 38 0 0 29 4 3 0 3 9 0 0 0 2 0
1457365333 0 0 0 0 2 38 0 0 29 4 3 0 3 10 0 0 0 2 0
1457365391 0 0 0 0 2 39 0 0 29 4 3 0 3 10 0 0 0 2 0
1457365406 0 0 0 0 2 40 0 0 29 4 3 0 3 10 0 0 0 2 0
